fichero,carpeta,fecha,ground_truth,modelo_gen,coleccion,rerank,top_k,n_preguntas,tokens_entrada,tokens_salida,seg_generacion,seg_total,en_libro_mayor,n_consultas_log_ventana,derivado_de
eval/2026-05-19_topk10/results_PA199_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_183052.json,eval/2026-05-19_topk10,2026-05-20T18:30:52,PA199_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,28,104142,10139,248.5,496.6,False,0,eval/2026-05-19/results_PA199_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_183052.json
eval/2026-05-19_topk10/results_PA199_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_203301.json,eval/2026-05-19_topk10,2026-05-20T20:33:01,PA199_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,28,117635,10354,251.4,472.7,False,0,eval/2026-05-19/results_PA199_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_203301.json
eval/2026-05-19_topk10/results_PA201_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_230612.json,eval/2026-05-19_topk10,2026-05-20T23:06:12,PA201_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,18,66945,7037,162.7,437.9,False,0,eval/2026-05-19/results_PA201_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_230612.json
eval/2026-05-19_topk10/results_PA201_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_183618.json,eval/2026-05-19_topk10,2026-05-20T18:36:18,PA201_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,18,57135,7712,166.9,324.0,False,0,eval/2026-05-19/results_PA201_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_183618.json
eval/2026-05-19_topk10/results_PA201_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_203813.json,eval/2026-05-19_topk10,2026-05-20T20:38:13,PA201_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,18,59681,8154,170.6,310.8,False,0,eval/2026-05-19/results_PA201_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_203813.json
eval/2026-05-19_topk10/results_PA26_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_231707.json,eval/2026-05-19_topk10,2026-05-20T23:17:07,PA26_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,25,120399,7156,213.4,653.5,False,0,eval/2026-05-19/results_PA26_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_231707.json
eval/2026-05-19_topk10/results_PA26_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_184321.json,eval/2026-05-19_topk10,2026-05-20T18:43:21,PA26_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,25,88931,6137,199.5,420.3,False,0,eval/2026-05-19/results_PA26_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_184321.json
eval/2026-05-19_topk10/results_PA26_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_204456.json,eval/2026-05-19_topk10,2026-05-20T20:44:56,PA26_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,25,87486,6812,205.3,400.8,False,0,eval/2026-05-19/results_PA26_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_204456.json
eval/2026-05-19_topk10/results_PA46_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_233814.json,eval/2026-05-19_topk10,2026-05-20T23:38:14,PA46_grounf_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,40,276442,16419,391.0,1262.8,False,0,eval/2026-05-19/results_PA46_grounf_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_233814.json
eval/2026-05-19_topk10/results_PA46_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_185528.json,eval/2026-05-19_topk10,2026-05-20T18:55:28,PA46_grounf_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,40,206520,14787,368.4,723.8,False,0,eval/2026-05-19/results_PA46_grounf_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_185528.json
eval/2026-05-19_topk10/results_PA46_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_205618.json,eval/2026-05-19_topk10,2026-05-20T20:56:18,PA46_grounf_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,40,205996,14033,362.7,678.7,False,0,eval/2026-05-19/results_PA46_grounf_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_205618.json
eval/2026-05-19_topk10/results_PC08_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_235333.json,eval/2026-05-19_topk10,2026-05-20T23:53:33,PC08_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,29,163900,14736,299.8,916.5,False,0,eval/2026-05-19/results_PC08_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-20_235333.json
eval/2026-05-19_topk10/results_PC08_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_190441.json,eval/2026-05-19_topk10,2026-05-20T19:04:41,PC08_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,29,146718,14261,289.3,551.0,False,0,eval/2026-05-19/results_PC08_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_190441.json
eval/2026-05-19_topk10/results_PC08_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_210450.json,eval/2026-05-19_topk10,2026-05-20T21:04:50,PC08_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,29,144683,13337,283.3,510.4,False,0,eval/2026-05-19/results_PC08_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_210450.json
eval/2026-05-19_topk10/results_PC67_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-21_000808.json,eval/2026-05-19_topk10,2026-05-21T00:08:08,PC67_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,30,143515,10186,269.9,872.6,False,0,eval/2026-05-19/results_PC67_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-21_000808.json
eval/2026-05-19_topk10/results_PC67_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_191335.json,eval/2026-05-19_topk10,2026-05-20T19:13:35,PC67_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,30,132527,10385,266.9,531.5,False,0,eval/2026-05-19/results_PC67_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_191335.json
eval/2026-05-19_topk10/results_PC67_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_211321.json,eval/2026-05-19_topk10,2026-05-20T21:13:21,PC67_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,30,155337,10738,274.4,508.7,False,0,eval/2026-05-19/results_PC67_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_211321.json
eval/2026-05-19_topk10/results_PC73_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-21_002129.json,eval/2026-05-19_topk10,2026-05-21T00:21:29,PC73_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,30,93549,10168,257.2,799.1,False,0,eval/2026-05-19/results_PC73_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-21_002129.json
eval/2026-05-19_topk10/results_PC73_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_192224.json,eval/2026-05-19_topk10,2026-05-20T19:22:24,PC73_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,30,98393,11194,265.9,526.3,False,0,eval/2026-05-19/results_PC73_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_192224.json
eval/2026-05-19_topk10/results_PC73_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_212142.json,eval/2026-05-19_topk10,2026-05-20T21:21:42,PC73_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,30,103550,11372,265.0,498.9,False,0,eval/2026-05-19/results_PC73_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_212142.json
eval/2026-05-19_topk10/results_PE27_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-21_003707.json,eval/2026-05-19_topk10,2026-05-21T00:37:07,PE27_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,30,183161,12968,293.8,934.8,False,0,eval/2026-05-19/results_PE27_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-21_003707.json
eval/2026-05-19_topk10/results_PE27_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_193141.json,eval/2026-05-19_topk10,2026-05-20T19:31:41,PE27_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,30,163028,11887,282.2,553.4,False,0,eval/2026-05-19/results_PE27_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_193141.json
eval/2026-05-19_topk10/results_PE27_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_213027.json,eval/2026-05-19_topk10,2026-05-20T21:30:27,PE27_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,30,162531,12358,285.2,522.6,False,0,eval/2026-05-19/results_PE27_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_213027.json
eval/2026-05-19_topk10/results_PO05_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-13_154842.json,eval/2026-05-19_topk10,2026-06-13T15:48:42,PO05_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,30,155503,9877,262.7,931.8,False,0,eval/2026-05-19/results_PO05_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-13_154842.json
eval/2026-05-19_topk10/results_PO05_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-06-13_133302.json,eval/2026-05-19_topk10,2026-06-13T13:33:02,PO05_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,30,142382,8727,254.5,524.7,False,0,eval/2026-05-19/results_PO05_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-06-13_133302.json
eval/2026-05-19_topk10/results_PO05_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_143044.json,eval/2026-05-19_topk10,2026-06-13T14:30:44,PO05_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,30,139318,9046,255.4,497.1,False,0,eval/2026-05-19/results_PO05_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_143044.json
eval/2026-05-19_topk10/results_PO108_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-21_005239.json,eval/2026-05-19_topk10,2026-05-21T00:52:39,PO108_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,30,173668,10923,277.9,929.2,False,0,eval/2026-05-19/results_PO108_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-21_005239.json
eval/2026-05-19_topk10/results_PO108_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_194035.json,eval/2026-05-19_topk10,2026-05-20T19:40:35,PO108_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,30,126675,11178,269.8,531.9,False,0,eval/2026-05-19/results_PO108_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_194035.json
eval/2026-05-19_topk10/results_PO108_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_213854.json,eval/2026-05-19_topk10,2026-05-20T21:38:54,PO108_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,30,133242,10957,269.6,504.4,False,0,eval/2026-05-19/results_PO108_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_213854.json
eval/2026-05-19_topk10/results_PO19_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-13_160249.json,eval/2026-05-19_topk10,2026-06-13T16:02:49,PO19_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,30,189851,8430,257.3,845.0,False,0,eval/2026-05-19/results_PO19_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-13_160249.json
eval/2026-05-19_topk10/results_PO19_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-06-13_134202.json,eval/2026-05-19_topk10,2026-06-13T13:42:02,PO19_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,30,165049,8721,257.1,536.8,False,0,eval/2026-05-19/results_PO19_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-06-13_134202.json
eval/2026-05-19_topk10/results_PO19_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_143908.json,eval/2026-05-19_topk10,2026-06-13T14:39:08,PO19_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,30,176622,9192,260.6,501.1,False,0,eval/2026-05-19/results_PO19_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_143908.json
eval/2026-05-19_topk10/results_PTP2_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-13_162626.json,eval/2026-05-19_topk10,2026-06-13T16:26:26,PTP2_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,45,236528,12629,379.6,1412.6,False,0,eval/2026-05-19/results_PTP2_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-13_162626.json
eval/2026-05-19_topk10/results_PTP2_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-06-13_135500.json,eval/2026-05-19_topk10,2026-06-13T13:55:00,PTP2_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,45,185840,11849,368.2,773.7,False,0,eval/2026-05-19/results_PTP2_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-06-13_135500.json
eval/2026-05-19_topk10/results_PTP2_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_145121.json,eval/2026-05-19_topk10,2026-06-13T14:51:21,PTP2_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,45,186361,11754,369.3,729.2,False,0,eval/2026-05-19/results_PTP2_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_145121.json
eval/2026-05-19_topk10/results_RPC120_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-21_010257.json,eval/2026-05-19_topk10,2026-05-21T01:02:57,RPC120_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,19,143324,5024,167.8,617.1,False,0,eval/2026-05-19/results_RPC120_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-21_010257.json
eval/2026-05-19_topk10/results_RPC120_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_194616.json,eval/2026-05-19_topk10,2026-05-20T19:46:16,RPC120_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,19,113806,5502,165.2,339.1,False,0,eval/2026-05-19/results_RPC120_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_194616.json
eval/2026-05-19_topk10/results_RPC120_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_214414.json,eval/2026-05-19_topk10,2026-05-20T21:44:14,RPC120_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,19,122355,5901,170.8,319.2,False,0,eval/2026-05-19/results_RPC120_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_214414.json
eval/2026-05-19_topk10/results_RPC87_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-21_011407.json,eval/2026-05-19_topk10,2026-05-21T01:14:07,RPC87_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,20,170163,6641,190.5,668.7,False,0,eval/2026-05-19/results_RPC87_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-05-21_011407.json
eval/2026-05-19_topk10/results_RPC87_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_195228.json,eval/2026-05-19_topk10,2026-05-20T19:52:28,RPC87_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,20,122514,7513,186.7,370.3,False,0,eval/2026-05-19/results_RPC87_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-05-20_195228.json
eval/2026-05-19_topk10/results_RPC87_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_214956.json,eval/2026-05-19_topk10,2026-05-20T21:49:56,RPC87_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,20,132445,6990,183.8,340.4,False,0,eval/2026-05-19/results_RPC87_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-05-20_214956.json
eval/2026-05-19_topk10/results_RPC89_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-13_164220.json,eval/2026-05-19_topk10,2026-06-13T16:42:20,RPC89_ground_truth.json,gemma4:26b,docs_rag_qwen3,cross_encoder,10,30,197009,11384,281.2,951.9,False,0,eval/2026-05-19/results_RPC89_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-13_164220.json
eval/2026-05-19_topk10/results_RPC89_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-06-13_140413.json,eval/2026-05-19_topk10,2026-06-13T14:04:13,RPC89_ground_truth.json,gemma4:26b,docs_rag_qwen3,embed,10,30,166086,11793,276.4,551.2,False,0,eval/2026-05-19/results_RPC89_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-06-13_140413.json
eval/2026-05-19_topk10/results_RPC89_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_150003.json,eval/2026-05-19_topk10,2026-06-13T15:00:03,RPC89_ground_truth.json,gemma4:26b,docs_rag_qwen3,rrf_only,10,30,169551,11999,279.4,519.7,False,0,eval/2026-05-19/results_RPC89_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_150003.json
eval/2026-05-28_qwen3-06b/results_PA02_ground_truth_embed_anchor-on_2026-05-28_124817.json,eval/2026-05-28_qwen3-06b,2026-05-28T12:48:17,PA02_ground_truth.json,,docs_rag_qwen3_06b,embed,5,15,0,0,0.0,128.3,True,50,
eval/2026-05-28_qwen3-06b/results_PA02_ground_truth_rrf_only_anchor-on_2026-05-28_103837.json,eval/2026-05-28_qwen3-06b,2026-05-28T10:38:37,PA02_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,15,0,0,0.0,120.0,True,52,
eval/2026-05-28_qwen3-06b/results_PA06_ground_truth_embed_anchor-on_2026-05-28_125038.json,eval/2026-05-28_qwen3-06b,2026-05-28T12:50:38,PA06_ground_truth.json,,docs_rag_qwen3_06b,embed,5,16,0,0,0.0,139.8,True,51,
eval/2026-05-28_qwen3-06b/results_PA06_ground_truth_rrf_only_anchor-on_2026-05-28_104048.json,eval/2026-05-28_qwen3-06b,2026-05-28T10:40:48,PA06_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,16,0,0,0.0,129.8,True,53,
eval/2026-05-28_qwen3-06b/results_PA178_ground_truth_embed_anchor-on_2026-05-28_125844.json,eval/2026-05-28_qwen3-06b,2026-05-28T12:58:44,PA178_ground_truth.json,,docs_rag_qwen3_06b,embed,5,26,0,0,0.0,224.9,True,61,
eval/2026-05-28_qwen3-06b/results_PA178_ground_truth_rrf_only_anchor-on_2026-05-28_104829.json,eval/2026-05-28_qwen3-06b,2026-05-28T10:48:29,PA178_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,26,0,0,0.0,212.8,True,67,
eval/2026-05-28_qwen3-06b/results_PA17_ground_truth_embed_anchor-on_2026-05-28_125458.json,eval/2026-05-28_qwen3-06b,2026-05-28T12:54:58,PA17_ground_truth.json,,docs_rag_qwen3_06b,embed,5,30,0,0,0.0,258.3,True,65,
eval/2026-05-28_qwen3-06b/results_PA17_ground_truth_rrf_only_anchor-on_2026-05-28_104455.json,eval/2026-05-28_qwen3-06b,2026-05-28T10:44:55,PA17_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,30,0,0,0.0,245.8,True,71,
eval/2026-05-28_qwen3-06b/results_PA195_ground_truth_embed_anchor-on_2026-05-28_130302.json,eval/2026-05-28_qwen3-06b,2026-05-28T13:03:02,PA195_ground_truth.json,,docs_rag_qwen3_06b,embed,5,30,0,0,0.0,256.1,True,64,
eval/2026-05-28_qwen3-06b/results_PA195_ground_truth_rrf_only_anchor-on_2026-05-28_105205.json,eval/2026-05-28_qwen3-06b,2026-05-28T10:52:05,PA195_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,30,0,0,0.0,214.6,True,64,
eval/2026-05-28_qwen3-06b/results_PA199_ground_truth_embed_anchor-on_2026-05-28_130705.json,eval/2026-05-28_qwen3-06b,2026-05-28T13:07:05,PA199_ground_truth.json,,docs_rag_qwen3_06b,embed,5,28,0,0,0.0,242.4,True,63,
eval/2026-05-28_qwen3-06b/results_PA199_ground_truth_rrf_only_anchor-on_2026-05-28_105553.json,eval/2026-05-28_qwen3-06b,2026-05-28T10:55:53,PA199_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,28,0,0,0.0,226.6,True,65,
eval/2026-05-28_qwen3-06b/results_PA201_ground_truth_embed_anchor-on_2026-05-28_130942.json,eval/2026-05-28_qwen3-06b,2026-05-28T13:09:42,PA201_ground_truth.json,,docs_rag_qwen3_06b,embed,5,18,0,0,0.0,155.4,True,53,
eval/2026-05-28_qwen3-06b/results_PA201_ground_truth_rrf_only_anchor-on_2026-05-28_105819.json,eval/2026-05-28_qwen3-06b,2026-05-28T10:58:19,PA201_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,18,0,0,0.0,145.7,True,55,
eval/2026-05-28_qwen3-06b/results_PA26_ground_truth_embed_anchor-on_2026-05-28_131319.json,eval/2026-05-28_qwen3-06b,2026-05-28T13:13:19,PA26_ground_truth.json,,docs_rag_qwen3_06b,embed,5,25,0,0,0.0,216.0,True,60,
eval/2026-05-28_qwen3-06b/results_PA26_ground_truth_rrf_only_anchor-on_2026-05-28_110144.json,eval/2026-05-28_qwen3-06b,2026-05-28T11:01:44,PA26_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,25,0,0,0.0,203.7,True,62,
eval/2026-05-28_qwen3-06b/results_PA46_grounf_truth_embed_anchor-on_2026-05-28_131904.json,eval/2026-05-28_qwen3-06b,2026-05-28T13:19:04,PA46_grounf_truth.json,,docs_rag_qwen3_06b,embed,5,40,0,0,0.0,342.5,True,74,
eval/2026-05-28_qwen3-06b/results_PA46_grounf_truth_rrf_only_anchor-on_2026-05-28_110712.json,eval/2026-05-28_qwen3-06b,2026-05-28T11:07:12,PA46_grounf_truth.json,,docs_rag_qwen3_06b,rrf_only,5,40,0,0,0.0,325.8,True,77,
eval/2026-05-28_qwen3-06b/results_PC08_ground_truth_embed_anchor-on_2026-05-28_132317.json,eval/2026-05-28_qwen3-06b,2026-05-28T13:23:17,PC08_ground_truth.json,,docs_rag_qwen3_06b,embed,5,29,0,0,0.0,251.9,True,64,
eval/2026-05-28_qwen3-06b/results_PC08_ground_truth_rrf_only_anchor-on_2026-05-28_111109.json,eval/2026-05-28_qwen3-06b,2026-05-28T11:11:09,PC08_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,29,0,0,0.0,235.9,True,55,
eval/2026-05-28_qwen3-06b/results_PC67_ground_truth_embed_anchor-on_2026-05-28_132738.json,eval/2026-05-28_qwen3-06b,2026-05-28T13:27:38,PC67_ground_truth.json,,docs_rag_qwen3_06b,embed,5,30,0,0,0.0,259.3,True,65,
eval/2026-05-28_qwen3-06b/results_PC67_ground_truth_rrf_only_anchor-on_2026-05-28_111515.json,eval/2026-05-28_qwen3-06b,2026-05-28T11:15:15,PC67_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,30,0,0,0.0,245.0,True,25,
eval/2026-05-28_qwen3-06b/results_PC73_ground_truth_embed_anchor-on_2026-05-28_133157.json,eval/2026-05-28_qwen3-06b,2026-05-28T13:31:57,PC73_ground_truth.json,,docs_rag_qwen3_06b,embed,5,30,0,0,0.0,256.8,True,64,
eval/2026-05-28_qwen3-06b/results_PC73_ground_truth_rrf_only_anchor-on_2026-05-28_111931.json,eval/2026-05-28_qwen3-06b,2026-05-28T11:19:31,PC73_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,24,0,0,0.0,195.1,False,0,
eval/2026-05-28_qwen3-06b/results_PE27_ground_truth_embed_anchor-on_2026-05-28_133621.json,eval/2026-05-28_qwen3-06b,2026-05-28T13:36:21,PE27_ground_truth.json,,docs_rag_qwen3_06b,embed,5,30,0,0,0.0,262.7,True,65,
eval/2026-05-28_qwen3-06b/results_PE27_ground_truth_rrf_only_anchor-on_2026-05-28_123532.json,eval/2026-05-28_qwen3-06b,2026-05-28T12:35:32,PE27_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,30,0,0,0.0,245.6,True,31,
eval/2026-05-28_qwen3-06b/results_PO108_ground_truth_embed_anchor-on_2026-05-28_134041.json,eval/2026-05-28_qwen3-06b,2026-05-28T13:40:41,PO108_ground_truth.json,,docs_rag_qwen3_06b,embed,5,30,0,0,0.0,258.6,True,40,
eval/2026-05-28_qwen3-06b/results_PO108_ground_truth_rrf_only_anchor-on_2026-05-28_123938.json,eval/2026-05-28_qwen3-06b,2026-05-28T12:39:38,PO108_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,30,0,0,0.0,244.0,True,18,
eval/2026-05-28_qwen3-06b/results_RPC120_ground_truth_embed_anchor-on_2026-05-28_134329.json,eval/2026-05-28_qwen3-06b,2026-05-28T13:43:29,RPC120_ground_truth.json,,docs_rag_qwen3_06b,embed,5,19,0,0,0.0,167.0,True,21,
eval/2026-05-28_qwen3-06b/results_RPC120_ground_truth_rrf_only_anchor-on_2026-05-28_113309.json,eval/2026-05-28_qwen3-06b,2026-05-28T11:33:09,RPC120_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,17,0,0,0.0,143.2,True,21,
eval/2026-05-28_qwen3-06b/results_RPC87_ground_truth_embed_anchor-on_2026-05-28_134624.json,eval/2026-05-28_qwen3-06b,2026-05-28T13:46:24,RPC87_ground_truth.json,,docs_rag_qwen3_06b,embed,5,20,0,0,0.0,174.2,False,1,
eval/2026-05-28_qwen3-06b/results_RPC87_ground_truth_rrf_only_anchor-on_2026-05-28_113553.json,eval/2026-05-28_qwen3-06b,2026-05-28T11:35:53,RPC87_ground_truth.json,,docs_rag_qwen3_06b,rrf_only,5,20,0,0,0.0,162.7,False,1,
eval/2026-05-31_06b/results_LPP2013_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-13_200653.json,eval/2026-05-31_06b,2026-06-13T20:06:53,LPP2013_ground_truth.json,gemma4:26b,docs_rag_qwen3_06b,cross_encoder,5,36,382811,14665,359.9,1216.6,False,0,
eval/2026-05-31_06b/results_LPP2013_ground_truth_gen_gemma4-26b_embed_anchor-on_2026-06-13_180805.json,eval/2026-05-31_06b,2026-06-13T18:08:05,LPP2013_ground_truth.json,gemma4:26b,docs_rag_qwen3_06b,embed,5,36,280604,14017,341.1,631.2,False,0,
eval/2026-05-31_06b/results_LPP2013_ground_truth_gen_gemma4-26b_rrf_only_anchor-on_2026-06-13_190303.json,eval/2026-05-31_06b,2026-06-13T19:03:03,LPP2013_ground_truth.json,gemma4:26b,docs_rag_qwen3_06b,rrf_only,5,36,299821,14274,345.9,615.8,False,0,
eval/2026-05-31_06b/results_PA02_ground_truth_gen_gemma4-26b_cross_encoder_anchor-on_2026-06-01_002201.json,eval/2026-05-31_06b,2026-06-01T00:22:01,PA02_ground_truth.json,gemma4:26b,docs_rag_qwen3_06b,cross_encoder,5,15,66776,5101,144.0,436.0,False,0,
