preguntas_mes,escenario,etiqueta,tipo,mes,coste_acumulado_eur
1000,local::pro6000,Servidor 1× PRO 6000,local,20,13844.74
1000,local::pro6000,Servidor 1× PRO 6000,local,21,13911.97
1000,local::pro6000,Servidor 1× PRO 6000,local,22,13979.21
1000,local::pro6000,Servidor 1× PRO 6000,local,23,14046.45
1000,local::pro6000,Servidor 1× PRO 6000,local,24,14113.69
1000,local::pro6000,Servidor 1× PRO 6000,local,25,14180.92
1000,local::pro6000,Servidor 1× PRO 6000,local,26,14248.16
1000,local::pro6000,Servidor 1× PRO 6000,local,27,14315.4
1000,local::pro6000,Servidor 1× PRO 6000,local,28,14382.63
1000,local::pro6000,Servidor 1× PRO 6000,local,29,14449.87
1000,local::pro6000,Servidor 1× PRO 6000,local,30,14517.11
1000,local::pro6000,Servidor 1× PRO 6000,local,31,14584.34
1000,local::pro6000,Servidor 1× PRO 6000,local,32,14651.58
1000,local::pro6000,Servidor 1× PRO 6000,local,33,14718.82
1000,local::pro6000,Servidor 1× PRO 6000,local,34,14786.05
1000,local::pro6000,Servidor 1× PRO 6000,local,35,14853.29
1000,local::pro6000,Servidor 1× PRO 6000,local,36,14920.53
1000,local::pro6000,Servidor 1× PRO 6000,local,37,14987.76
1000,local::pro6000,Servidor 1× PRO 6000,local,38,15055.0
1000,local::pro6000,Servidor 1× PRO 6000,local,39,15122.24
1000,local::pro6000,Servidor 1× PRO 6000,local,40,15189.48
1000,local::pro6000,Servidor 1× PRO 6000,local,41,15256.71
1000,local::pro6000,Servidor 1× PRO 6000,local,42,15323.95
1000,local::pro6000,Servidor 1× PRO 6000,local,43,15391.19
1000,local::pro6000,Servidor 1× PRO 6000,local,44,15458.42
1000,local::pro6000,Servidor 1× PRO 6000,local,45,15525.66
1000,local::pro6000,Servidor 1× PRO 6000,local,46,15592.9
1000,local::pro6000,Servidor 1× PRO 6000,local,47,15660.13
1000,local::pro6000,Servidor 1× PRO 6000,local,48,15727.37
1000,local::pro6000,Servidor 1× PRO 6000,local,49,15794.61
1000,local::pro6000,Servidor 1× PRO 6000,local,50,15861.84
1000,local::pro6000,Servidor 1× PRO 6000,local,51,15929.08
1000,local::pro6000,Servidor 1× PRO 6000,local,52,15996.32
1000,local::pro6000,Servidor 1× PRO 6000,local,53,16063.56
1000,local::pro6000,Servidor 1× PRO 6000,local,54,16130.79
1000,local::pro6000,Servidor 1× PRO 6000,local,55,16198.03
1000,local::pro6000,Servidor 1× PRO 6000,local,56,16265.27
1000,local::pro6000,Servidor 1× PRO 6000,local,57,16332.5
1000,local::pro6000,Servidor 1× PRO 6000,local,58,16399.74
1000,local::pro6000,Servidor 1× PRO 6000,local,59,16466.98
1000,local::pro6000,Servidor 1× PRO 6000,local,60,16534.21
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,0,0.0
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,1,2.63
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,2,5.27
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,3,7.9
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,4,10.53
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,5,13.16
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,6,15.8
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,7,18.43
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,8,21.06
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,9,23.7
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,10,26.33
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,11,28.96
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,12,31.6
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,13,34.23
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,14,36.86
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,15,39.49
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,16,42.13
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,17,44.76
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,18,47.39
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,19,50.03
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,20,52.66
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,21,55.29
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,22,57.92
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,23,60.56
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,24,63.19
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,25,65.82
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,26,68.46
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,27,71.09
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,28,73.72
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,29,76.36
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,30,78.99
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,31,81.62
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,32,84.25
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,33,86.89
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,34,89.52
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,35,92.15
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,36,94.79
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,37,97.42
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,38,100.05
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,39,102.68
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,40,105.32
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,41,107.95
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,42,110.58
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,43,113.22
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,44,115.85
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,45,118.48
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,46,121.12
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,47,123.75
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,48,126.38
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,49,129.01
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,50,131.65
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,51,134.28
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,52,136.91
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,53,139.55
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,54,142.18
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,55,144.81
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,56,147.44
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,57,150.08
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,58,152.71
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,59,155.34
5000,api::g25lite,Gemini 2.5 Flash-Lite,api,60,157.98
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,0,0.0
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,1,7.35
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,2,14.7
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,3,22.05
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,4,29.4
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,5,36.75
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,6,44.1
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,7,51.46
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,8,58.81
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,9,66.16
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,10,73.51
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,11,80.86
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,12,88.21
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,13,95.56
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,14,102.91
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,15,110.26
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,16,117.61
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,17,124.96
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,18,132.31
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,19,139.66
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,20,147.02
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,21,154.37
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,22,161.72
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,23,169.07
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,24,176.42
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,25,183.77
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,26,191.12
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,27,198.47
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,28,205.82
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,29,213.17
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,30,220.52
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,31,227.87
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,32,235.23
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,33,242.58
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,34,249.93
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,35,257.28
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,36,264.63
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,37,271.98
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,38,279.33
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,39,286.68
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,40,294.03
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,41,301.38
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,42,308.73
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,43,316.08
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,44,323.43
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,45,330.79
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,46,338.14
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,47,345.49
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,48,352.84
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,49,360.19
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,50,367.54
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,51,374.89
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,52,382.24
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,53,389.59
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,54,396.94
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,55,404.29
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,56,411.64
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,57,418.99
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,58,426.35
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,59,433.7
5000,api::g31lite,Gemini 3.1 Flash-Lite,api,60,441.05
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,0,0.0
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,1,9.9
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,2,19.79
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,3,29.69
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,4,39.59
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,5,49.48
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,6,59.38
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,7,69.28
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,8,79.17
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,9,89.07
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,10,98.97
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,11,108.86
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,12,118.76
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,13,128.66
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,14,138.55
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,15,148.45
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,16,158.35
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,17,168.24
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,18,178.14
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,19,188.04
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,20,197.94
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,21,207.83
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,22,217.73
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,23,227.63
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,24,237.52
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,25,247.42
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,26,257.32
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,27,267.21
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,28,277.11
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,29,287.01
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,30,296.9
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,31,306.8
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,32,316.7
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,33,326.59
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,34,336.49
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,35,346.39
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,36,356.28
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,37,366.18
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,38,376.08
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,39,385.97
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,40,395.87
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,41,405.77
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,42,415.66
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,43,425.56
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,44,435.46
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,45,445.35
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,46,455.25
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,47,465.15
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,48,475.04
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,49,484.94
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,50,494.84
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,51,504.73
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,52,514.63
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,53,524.53
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,54,534.43
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,55,544.32
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,56,554.22
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,57,564.12
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,58,574.01
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,59,583.91
5000,api::g35lite,Gemini 3.5 Flash-Lite,api,60,593.81
5000,api::g36flash,Gemini 3.6 Flash,api,0,0.0
5000,api::g36flash,Gemini 3.6 Flash,api,1,20.9
5000,api::g36flash,Gemini 3.6 Flash,api,2,41.8
5000,api::g36flash,Gemini 3.6 Flash,api,3,62.7
5000,api::g36flash,Gemini 3.6 Flash,api,4,83.6
5000,api::g36flash,Gemini 3.6 Flash,api,5,104.5
5000,api::g36flash,Gemini 3.6 Flash,api,6,125.4
5000,api::g36flash,Gemini 3.6 Flash,api,7,146.3
5000,api::g36flash,Gemini 3.6 Flash,api,8,167.2
5000,api::g36flash,Gemini 3.6 Flash,api,9,188.1
5000,api::g36flash,Gemini 3.6 Flash,api,10,209.0
5000,api::g36flash,Gemini 3.6 Flash,api,11,229.9
5000,api::g36flash,Gemini 3.6 Flash,api,12,250.8
5000,api::g36flash,Gemini 3.6 Flash,api,13,271.7
5000,api::g36flash,Gemini 3.6 Flash,api,14,292.6
5000,api::g36flash,Gemini 3.6 Flash,api,15,313.5
5000,api::g36flash,Gemini 3.6 Flash,api,16,334.4
5000,api::g36flash,Gemini 3.6 Flash,api,17,355.29
5000,api::g36flash,Gemini 3.6 Flash,api,18,376.19
5000,api::g36flash,Gemini 3.6 Flash,api,19,397.09
5000,api::g36flash,Gemini 3.6 Flash,api,20,417.99
5000,api::g36flash,Gemini 3.6 Flash,api,21,438.89
5000,api::g36flash,Gemini 3.6 Flash,api,22,459.79
5000,api::g36flash,Gemini 3.6 Flash,api,23,480.69
5000,api::g36flash,Gemini 3.6 Flash,api,24,501.59
5000,api::g36flash,Gemini 3.6 Flash,api,25,522.49
5000,api::g36flash,Gemini 3.6 Flash,api,26,543.39
5000,api::g36flash,Gemini 3.6 Flash,api,27,564.29
5000,api::g36flash,Gemini 3.6 Flash,api,28,585.19
5000,api::g36flash,Gemini 3.6 Flash,api,29,606.09
5000,api::g36flash,Gemini 3.6 Flash,api,30,626.99
5000,api::g36flash,Gemini 3.6 Flash,api,31,647.89
5000,api::g36flash,Gemini 3.6 Flash,api,32,668.79
5000,api::g36flash,Gemini 3.6 Flash,api,33,689.69
5000,api::g36flash,Gemini 3.6 Flash,api,34,710.59
5000,api::g36flash,Gemini 3.6 Flash,api,35,731.49
5000,api::g36flash,Gemini 3.6 Flash,api,36,752.39
5000,api::g36flash,Gemini 3.6 Flash,api,37,773.29
5000,api::g36flash,Gemini 3.6 Flash,api,38,794.19
5000,api::g36flash,Gemini 3.6 Flash,api,39,815.09
5000,api::g36flash,Gemini 3.6 Flash,api,40,835.99
5000,api::g36flash,Gemini 3.6 Flash,api,41,856.89
5000,api::g36flash,Gemini 3.6 Flash,api,42,877.79
5000,api::g36flash,Gemini 3.6 Flash,api,43,898.69
5000,api::g36flash,Gemini 3.6 Flash,api,44,919.59
5000,api::g36flash,Gemini 3.6 Flash,api,45,940.49
5000,api::g36flash,Gemini 3.6 Flash,api,46,961.39
5000,api::g36flash,Gemini 3.6 Flash,api,47,982.29
5000,api::g36flash,Gemini 3.6 Flash,api,48,1003.19
5000,api::g36flash,Gemini 3.6 Flash,api,49,1024.09
5000,api::g36flash,Gemini 3.6 Flash,api,50,1044.98
5000,api::g36flash,Gemini 3.6 Flash,api,51,1065.88
5000,api::g36flash,Gemini 3.6 Flash,api,52,1086.78
5000,api::g36flash,Gemini 3.6 Flash,api,53,1107.68
5000,api::g36flash,Gemini 3.6 Flash,api,54,1128.58
5000,api::g36flash,Gemini 3.6 Flash,api,55,1149.48
5000,api::g36flash,Gemini 3.6 Flash,api,56,1170.38
5000,api::g36flash,Gemini 3.6 Flash,api,57,1191.28
5000,api::g36flash,Gemini 3.6 Flash,api,58,1212.18
5000,api::g36flash,Gemini 3.6 Flash,api,59,1233.08
5000,api::g36flash,Gemini 3.6 Flash,api,60,1253.98
5000,api::gpt54mini,GPT-5.4 mini,api,0,0.0
5000,api::gpt54mini,GPT-5.4 mini,api,1,22.05
5000,api::gpt54mini,GPT-5.4 mini,api,2,44.1
5000,api::gpt54mini,GPT-5.4 mini,api,3,66.16
5000,api::gpt54mini,GPT-5.4 mini,api,4,88.21
5000,api::gpt54mini,GPT-5.4 mini,api,5,110.26
5000,api::gpt54mini,GPT-5.4 mini,api,6,132.31
5000,api::gpt54mini,GPT-5.4 mini,api,7,154.37
5000,api::gpt54mini,GPT-5.4 mini,api,8,176.42
5000,api::gpt54mini,GPT-5.4 mini,api,9,198.47
5000,api::gpt54mini,GPT-5.4 mini,api,10,220.52
5000,api::gpt54mini,GPT-5.4 mini,api,11,242.58
5000,api::gpt54mini,GPT-5.4 mini,api,12,264.63
5000,api::gpt54mini,GPT-5.4 mini,api,13,286.68
5000,api::gpt54mini,GPT-5.4 mini,api,14,308.73
5000,api::gpt54mini,GPT-5.4 mini,api,15,330.79
5000,api::gpt54mini,GPT-5.4 mini,api,16,352.84
5000,api::gpt54mini,GPT-5.4 mini,api,17,374.89
5000,api::gpt54mini,GPT-5.4 mini,api,18,396.94
5000,api::gpt54mini,GPT-5.4 mini,api,19,418.99
5000,api::gpt54mini,GPT-5.4 mini,api,20,441.05
5000,api::gpt54mini,GPT-5.4 mini,api,21,463.1
5000,api::gpt54mini,GPT-5.4 mini,api,22,485.15
5000,api::gpt54mini,GPT-5.4 mini,api,23,507.2
5000,api::gpt54mini,GPT-5.4 mini,api,24,529.26
5000,api::gpt54mini,GPT-5.4 mini,api,25,551.31
5000,api::gpt54mini,GPT-5.4 mini,api,26,573.36
5000,api::gpt54mini,GPT-5.4 mini,api,27,595.41
5000,api::gpt54mini,GPT-5.4 mini,api,28,617.47
5000,api::gpt54mini,GPT-5.4 mini,api,29,639.52
5000,api::gpt54mini,GPT-5.4 mini,api,30,661.57
5000,api::gpt54mini,GPT-5.4 mini,api,31,683.62
5000,api::gpt54mini,GPT-5.4 mini,api,32,705.68
5000,api::gpt54mini,GPT-5.4 mini,api,33,727.73
5000,api::gpt54mini,GPT-5.4 mini,api,34,749.78
5000,api::gpt54mini,GPT-5.4 mini,api,35,771.83
5000,api::gpt54mini,GPT-5.4 mini,api,36,793.89
5000,api::gpt54mini,GPT-5.4 mini,api,37,815.94
5000,api::gpt54mini,GPT-5.4 mini,api,38,837.99
5000,api::gpt54mini,GPT-5.4 mini,api,39,860.04
5000,api::gpt54mini,GPT-5.4 mini,api,40,882.09
5000,api::gpt54mini,GPT-5.4 mini,api,41,904.15
5000,api::gpt54mini,GPT-5.4 mini,api,42,926.2
5000,api::gpt54mini,GPT-5.4 mini,api,43,948.25
5000,api::gpt54mini,GPT-5.4 mini,api,44,970.3
5000,api::gpt54mini,GPT-5.4 mini,api,45,992.36
5000,api::gpt54mini,GPT-5.4 mini,api,46,1014.41
5000,api::gpt54mini,GPT-5.4 mini,api,47,1036.46
5000,api::gpt54mini,GPT-5.4 mini,api,48,1058.51
5000,api::gpt54mini,GPT-5.4 mini,api,49,1080.57
5000,api::gpt54mini,GPT-5.4 mini,api,50,1102.62
5000,api::gpt54mini,GPT-5.4 mini,api,51,1124.67
5000,api::gpt54mini,GPT-5.4 mini,api,52,1146.72
5000,api::gpt54mini,GPT-5.4 mini,api,53,1168.78
5000,api::gpt54mini,GPT-5.4 mini,api,54,1190.83
5000,api::gpt54mini,GPT-5.4 mini,api,55,1212.88
5000,api::gpt54mini,GPT-5.4 mini,api,56,1234.93
5000,api::gpt54mini,GPT-5.4 mini,api,57,1256.98
5000,api::gpt54mini,GPT-5.4 mini,api,58,1279.04
5000,api::gpt54mini,GPT-5.4 mini,api,59,1301.09
5000,api::gpt54mini,GPT-5.4 mini,api,60,1323.14
5000,api::gpt56luna,GPT-5.6 luna,api,0,0.0
5000,api::gpt56luna,GPT-5.6 luna,api,1,5.88
5000,api::gpt56luna,GPT-5.6 luna,api,2,11.76
5000,api::gpt56luna,GPT-5.6 luna,api,3,17.64
5000,api::gpt56luna,GPT-5.6 luna,api,4,23.52
5000,api::gpt56luna,GPT-5.6 luna,api,5,29.4
5000,api::gpt56luna,GPT-5.6 luna,api,6,35.28
5000,api::gpt56luna,GPT-5.6 luna,api,7,41.16
5000,api::gpt56luna,GPT-5.6 luna,api,8,47.05
5000,api::gpt56luna,GPT-5.6 luna,api,9,52.93
5000,api::gpt56luna,GPT-5.6 luna,api,10,58.81
5000,api::gpt56luna,GPT-5.6 luna,api,11,64.69
5000,api::gpt56luna,GPT-5.6 luna,api,12,70.57
5000,api::gpt56luna,GPT-5.6 luna,api,13,76.45
5000,api::gpt56luna,GPT-5.6 luna,api,14,82.33
5000,api::gpt56luna,GPT-5.6 luna,api,15,88.21
5000,api::gpt56luna,GPT-5.6 luna,api,16,94.09
5000,api::gpt56luna,GPT-5.6 luna,api,17,99.97
5000,api::gpt56luna,GPT-5.6 luna,api,18,105.85
5000,api::gpt56luna,GPT-5.6 luna,api,19,111.73
5000,api::gpt56luna,GPT-5.6 luna,api,20,117.61
5000,api::gpt56luna,GPT-5.6 luna,api,21,123.49
5000,api::gpt56luna,GPT-5.6 luna,api,22,129.37
5000,api::gpt56luna,GPT-5.6 luna,api,23,135.25
5000,api::gpt56luna,GPT-5.6 luna,api,24,141.14
5000,api::gpt56luna,GPT-5.6 luna,api,25,147.02
5000,api::gpt56luna,GPT-5.6 luna,api,26,152.9
5000,api::gpt56luna,GPT-5.6 luna,api,27,158.78
5000,api::gpt56luna,GPT-5.6 luna,api,28,164.66
5000,api::gpt56luna,GPT-5.6 luna,api,29,170.54
5000,api::gpt56luna,GPT-5.6 luna,api,30,176.42
5000,api::gpt56luna,GPT-5.6 luna,api,31,182.3
5000,api::gpt56luna,GPT-5.6 luna,api,32,188.18
5000,api::gpt56luna,GPT-5.6 luna,api,33,194.06
5000,api::gpt56luna,GPT-5.6 luna,api,34,199.94
5000,api::gpt56luna,GPT-5.6 luna,api,35,205.82
5000,api::gpt56luna,GPT-5.6 luna,api,36,211.7
5000,api::gpt56luna,GPT-5.6 luna,api,37,217.58
5000,api::gpt56luna,GPT-5.6 luna,api,38,223.46
5000,api::gpt56luna,GPT-5.6 luna,api,39,229.34
5000,api::gpt56luna,GPT-5.6 luna,api,40,235.23
5000,api::gpt56luna,GPT-5.6 luna,api,41,241.11
5000,api::gpt56luna,GPT-5.6 luna,api,42,246.99
5000,api::gpt56luna,GPT-5.6 luna,api,43,252.87
5000,api::gpt56luna,GPT-5.6 luna,api,44,258.75
5000,api::gpt56luna,GPT-5.6 luna,api,45,264.63
5000,api::gpt56luna,GPT-5.6 luna,api,46,270.51
5000,api::gpt56luna,GPT-5.6 luna,api,47,276.39
5000,api::gpt56luna,GPT-5.6 luna,api,48,282.27
5000,api::gpt56luna,GPT-5.6 luna,api,49,288.15
5000,api::gpt56luna,GPT-5.6 luna,api,50,294.03
5000,api::gpt56luna,GPT-5.6 luna,api,51,299.91
5000,api::gpt56luna,GPT-5.6 luna,api,52,305.79
5000,api::gpt56luna,GPT-5.6 luna,api,53,311.67
5000,api::gpt56luna,GPT-5.6 luna,api,54,317.55
5000,api::gpt56luna,GPT-5.6 luna,api,55,323.43
5000,api::gpt56luna,GPT-5.6 luna,api,56,329.32
5000,api::gpt56luna,GPT-5.6 luna,api,57,335.2
5000,api::gpt56luna,GPT-5.6 luna,api,58,341.08
5000,api::gpt56luna,GPT-5.6 luna,api,59,346.96
5000,api::gpt56luna,GPT-5.6 luna,api,60,352.84
5000,api::gpt5mini,GPT-5 mini,api,0,0.0
5000,api::gpt5mini,GPT-5 mini,api,1,8.12
5000,api::gpt5mini,GPT-5 mini,api,2,16.24
5000,api::gpt5mini,GPT-5 mini,api,3,24.36
5000,api::gpt5mini,GPT-5 mini,api,4,32.48
5000,api::gpt5mini,GPT-5 mini,api,5,40.6
5000,api::gpt5mini,GPT-5 mini,api,6,48.72
5000,api::gpt5mini,GPT-5 mini,api,7,56.83
5000,api::gpt5mini,GPT-5 mini,api,8,64.95
5000,api::gpt5mini,GPT-5 mini,api,9,73.07
5000,api::gpt5mini,GPT-5 mini,api,10,81.19
5000,api::gpt5mini,GPT-5 mini,api,11,89.31
5000,api::gpt5mini,GPT-5 mini,api,12,97.43
5000,api::gpt5mini,GPT-5 mini,api,13,105.55
5000,api::gpt5mini,GPT-5 mini,api,14,113.67
5000,api::gpt5mini,GPT-5 mini,api,15,121.79
5000,api::gpt5mini,GPT-5 mini,api,16,129.91
